class,line,callee,type,label
BenchmarkTest05040,69,ProcessBuilder,cmdi,truepositive
BenchmarkTest09471,56,Runtime.exec,cmdi,truepositive
BenchmarkTest03872,78,Runtime.exec,cmdi,truepositive
BenchmarkTest08825,56,Runtime.exec,cmdi,truepositive
BenchmarkTest10732,68,Runtime.exec,cmdi,truepositive
BenchmarkTest18192,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest05725,69,Runtime.exec,cmdi,truepositive
BenchmarkTest15693,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest09410,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest05037,69,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest03168,63,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest02641,66,Runtime.exec,cmdi,truepositive
BenchmarkTest04507,57,Runtime.exec,cmdi,truepositive
BenchmarkTest10028,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest08240,63,Runtime.exec,cmdi,truepositive
BenchmarkTest01254,69,ProcessBuilder,cmdi,truepositive
BenchmarkTest08237,63,Runtime.exec,cmdi,truepositive
BenchmarkTest05140,66,Runtime.exec,cmdi,truepositive
BenchmarkTest09407,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest17059,63,Runtime.exec,cmdi,truepositive
BenchmarkTest02638,70,Runtime.exec,cmdi,truepositive
BenchmarkTest10101,52,Runtime.exec,cmdi,truepositive
BenchmarkTest05155,66,Runtime.exec,cmdi,truepositive
BenchmarkTest18780,62,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest00709,83,Runtime.exec,cmdi,truepositive
BenchmarkTest17044,62,Runtime.exec,cmdi,truepositive
BenchmarkTest18893,63,Runtime.exec,cmdi,truepositive
BenchmarkTest13161,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest18802,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest15175,63,Runtime.exec,cmdi,truepositive
BenchmarkTest11400,56,Runtime.exec,cmdi,truepositive
BenchmarkTest06368,54,Runtime.exec,cmdi,truepositive
BenchmarkTest17659,68,Runtime.exec,cmdi,truepositive
BenchmarkTest05110,55,Runtime.exec,cmdi,truepositive
BenchmarkTest11292,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest16293,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest01988,59,Runtime.exec,cmdi,truepositive
BenchmarkTest02023,59,Runtime.exec,cmdi,truepositive
BenchmarkTest10747,57,Runtime.exec,cmdi,truepositive
BenchmarkTest03887,70,Runtime.exec,cmdi,truepositive
BenchmarkTest03912,71,Runtime.exec,cmdi,truepositive
BenchmarkTest13294,63,Runtime.exec,cmdi,truepositive
BenchmarkTest20219,52,Runtime.exec,cmdi,truepositive
BenchmarkTest18863,53,Runtime.exec,cmdi,truepositive
BenchmarkTest19445,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest16401,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08855,56,Runtime.exec,cmdi,truepositive
BenchmarkTest01337,55,Runtime.exec,cmdi,truepositive
BenchmarkTest12563,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest11380,66,Runtime.exec,cmdi,truepositive
BenchmarkTest03256,56,Runtime.exec,cmdi,truepositive
BenchmarkTest04509,57,Runtime.exec,cmdi,truepositive
BenchmarkTest20199,63,Runtime.exec,cmdi,truepositive
BenchmarkTest11375,67,Runtime.exec,cmdi,truepositive
BenchmarkTest02623,88,Runtime.exec,cmdi,truepositive
BenchmarkTest19558,66,Runtime.exec,cmdi,truepositive
BenchmarkTest00699,72,Runtime.exec,cmdi,truepositive
BenchmarkTest02025,61,Runtime.exec,cmdi,truepositive
BenchmarkTest05723,69,Runtime.exec,cmdi,truepositive
BenchmarkTest16416,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08840,67,Runtime.exec,cmdi,truepositive
BenchmarkTest12648,55,Runtime.exec,cmdi,truepositive
BenchmarkTest18280,67,Runtime.exec,cmdi,truepositive
BenchmarkTest10116,63,Runtime.exec,cmdi,truepositive
BenchmarkTest15060,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest16291,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest19533,56,Runtime.exec,cmdi,truepositive
BenchmarkTest09523,56,Runtime.exec,cmdi,truepositive
BenchmarkTest11395,67,Runtime.exec,cmdi,truepositive
BenchmarkTest07511,79,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest18800,60,ProcessBuilder,cmdi,truepositive
BenchmarkTest09498,67,Runtime.exec,cmdi,truepositive
BenchmarkTest15675,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest00724,83,Runtime.exec,cmdi,truepositive
BenchmarkTest00626,84,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05042,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest03774,68,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest01357,65,Runtime.exec,cmdi,truepositive
BenchmarkTest18865,53,Runtime.exec,cmdi,truepositive
BenchmarkTest04522,73,Runtime.exec,cmdi,truepositive
BenchmarkTest15796,56,Runtime.exec,cmdi,truepositive
BenchmarkTest20084,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest01340,57,Runtime.exec,cmdi,truepositive
BenchmarkTest11917,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest03909,74,Runtime.exec,cmdi,truepositive
BenchmarkTest10749,57,Runtime.exec,cmdi,truepositive
BenchmarkTest06341,65,Runtime.exec,cmdi,truepositive
BenchmarkTest20197,62,Runtime.exec,cmdi,truepositive
BenchmarkTest12033,64,Runtime.exec,cmdi,truepositive
BenchmarkTest09405,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest00209,66,Runtime.exec,cmdi,truepositive
BenchmarkTest01252,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05610,68,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest17026,51,Runtime.exec,cmdi,truepositive
BenchmarkTest18915,53,Runtime.exec,cmdi,truepositive
BenchmarkTest20164,52,Runtime.exec,cmdi,truepositive
BenchmarkTest17574,64,ProcessBuilder,cmdi,truepositive
BenchmarkTest20222,52,Runtime.exec,cmdi,truepositive
BenchmarkTest12661,66,Runtime.exec,cmdi,truepositive
BenchmarkTest15758,56,Runtime.exec,cmdi,truepositive
BenchmarkTest07624,81,Runtime.exec,cmdi,truepositive
BenchmarkTest05758,59,Runtime.exec,cmdi,truepositive
BenchmarkTest03892,75,Runtime.exec,cmdi,truepositive
BenchmarkTest11357,55,Runtime.exec,cmdi,truepositive
BenchmarkTest15173,63,Runtime.exec,cmdi,truepositive
BenchmarkTest05705,58,Runtime.exec,cmdi,truepositive
BenchmarkTest20172,51,Runtime.exec,cmdi,truepositive
BenchmarkTest01900,73,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05630,65,ProcessBuilder,cmdi,truepositive
BenchmarkTest00692,78,Runtime.exec,cmdi,truepositive
BenchmarkTest00018,81,Runtime.exec,cmdi,truepositive
BenchmarkTest14449,77,ProcessBuilder,cmdi,truepositive
BenchmarkTest18250,56,Runtime.exec,cmdi,truepositive
BenchmarkTest05627,64,ProcessBuilder,cmdi,truepositive
BenchmarkTest18295,56,Runtime.exec,cmdi,truepositive
BenchmarkTest15788,67,Runtime.exec,cmdi,truepositive
BenchmarkTest00719,83,Runtime.exec,cmdi,truepositive
BenchmarkTest05135,65,Runtime.exec,cmdi,truepositive
BenchmarkTest13181,58,ProcessBuilder,cmdi,truepositive
BenchmarkTest20094,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest09513,67,Runtime.exec,cmdi,truepositive
BenchmarkTest11360,55,Runtime.exec,cmdi,truepositive
BenchmarkTest08134,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest01998,60,Runtime.exec,cmdi,truepositive
BenchmarkTest01360,64,Runtime.exec,cmdi,truepositive
BenchmarkTest18187,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest16918,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest03274,66,Runtime.exec,cmdi,truepositive
BenchmarkTest03922,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08830,55,Runtime.exec,cmdi,truepositive
BenchmarkTest16426,56,Runtime.exec,cmdi,truepositive
BenchmarkTest16921,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest10134,52,Runtime.exec,cmdi,truepositive
BenchmarkTest16936,58,ProcessBuilder,cmdi,truepositive
BenchmarkTest17016,52,Runtime.exec,cmdi,truepositive
BenchmarkTest20169,52,Runtime.exec,cmdi,truepositive
BenchmarkTest06351,69,Runtime.exec,cmdi,truepositive
BenchmarkTest11287,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest15047,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest18883,64,Runtime.exec,cmdi,truepositive
BenchmarkTest18905,64,Runtime.exec,cmdi,truepositive
BenchmarkTest14452,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest03784,78,ProcessBuilder,cmdi,truepositive
BenchmarkTest07614,80,Runtime.exec,cmdi,truepositive
BenchmarkTest00021,70,Runtime.exec,cmdi,truepositive
BenchmarkTest09528,56,Runtime.exec,cmdi,truepositive
BenchmarkTest07592,70,Runtime.exec,cmdi,truepositive
BenchmarkTest12651,67,Runtime.exec,cmdi,truepositive
BenchmarkTest03236,54,Runtime.exec,cmdi,truepositive
BenchmarkTest01375,62,Runtime.exec,cmdi,truepositive
BenchmarkTest02628,73,Runtime.exec,cmdi,truepositive
BenchmarkTest17069,52,Runtime.exec,cmdi,truepositive
BenchmarkTest00714,89,Runtime.exec,cmdi,truepositive
BenchmarkTest17579,64,ProcessBuilder,cmdi,truepositive
BenchmarkTest19548,67,Runtime.exec,cmdi,truepositive
BenchmarkTest07526,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest05753,64,Runtime.exec,cmdi,truepositive
BenchmarkTest16396,67,Runtime.exec,cmdi,truepositive
BenchmarkTest00257,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest12666,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08257,63,Runtime.exec,cmdi,truepositive
BenchmarkTest00204,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest15781,66,Runtime.exec,cmdi,truepositive
BenchmarkTest08222,52,Runtime.exec,cmdi,truepositive
BenchmarkTest09503,66,Runtime.exec,cmdi,truepositive
BenchmarkTest16386,56,Runtime.exec,cmdi,truepositive
BenchmarkTest03284,68,Runtime.exec,cmdi,truepositive
BenchmarkTest05620,69,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest20182,63,Runtime.exec,cmdi,truepositive
BenchmarkTest15155,63,Runtime.exec,cmdi,truepositive
BenchmarkTest04487,58,Runtime.exec,cmdi,truepositive
BenchmarkTest14550,81,Runtime.exec,cmdi,truepositive
BenchmarkTest03882,70,Runtime.exec,cmdi,truepositive
BenchmarkTest18795,60,ProcessBuilder,cmdi,truepositive
BenchmarkTest10021,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest15803,56,Runtime.exec,cmdi,truepositive
BenchmarkTest20204,63,Runtime.exec,cmdi,truepositive
BenchmarkTest06348,66,Runtime.exec,cmdi,truepositive
BenchmarkTest10742,57,Runtime.exec,cmdi,truepositive
BenchmarkTest16436,56,Runtime.exec,cmdi,truepositive
BenchmarkTest11350,56,Runtime.exec,cmdi,truepositive
BenchmarkTest12553,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest12676,67,Runtime.exec,cmdi,truepositive
BenchmarkTest04414,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest15183,52,Runtime.exec,cmdi,truepositive
BenchmarkTest00729,91,Runtime.exec,cmdi,truepositive
BenchmarkTest02005,73,Runtime.exec,cmdi,truepositive
BenchmarkTest05743,69,Runtime.exec,cmdi,truepositive
BenchmarkTest17054,63,Runtime.exec,cmdi,truepositive
BenchmarkTest15778,67,Runtime.exec,cmdi,truepositive
BenchmarkTest05145,72,Runtime.exec,cmdi,truepositive
BenchmarkTest00179,57,Runtime.exec,cmdi,truepositive
BenchmarkTest01907,66,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest03869,59,Runtime.exec,cmdi,truepositive
BenchmarkTest06323,55,Runtime.exec,cmdi,truepositive
BenchmarkTest18285,67,Runtime.exec,cmdi,truepositive
BenchmarkTest01262,65,ProcessBuilder,cmdi,truepositive
BenchmarkTest04512,82,Runtime.exec,cmdi,truepositive
BenchmarkTest20179,63,Runtime.exec,cmdi,truepositive
BenchmarkTest01910,70,ProcessBuilder,cmdi,truepositive
BenchmarkTest12043,53,Runtime.exec,cmdi,truepositive
BenchmarkTest07604,81,Runtime.exec,cmdi,truepositive
BenchmarkTest10018,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest16411,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08845,66,Runtime.exec,cmdi,truepositive
BenchmarkTest15057,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest13171,60,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest19538,55,Runtime.exec,cmdi,truepositive
BenchmarkTest17652,57,Runtime.exec,cmdi,truepositive
BenchmarkTest06361,65,Runtime.exec,cmdi,truepositive
BenchmarkTest10729,67,Runtime.exec,cmdi,truepositive
BenchmarkTest14537,70,Runtime.exec,cmdi,truepositive
BenchmarkTest18247,56,Runtime.exec,cmdi,truepositive
BenchmarkTest05032,69,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest04550,59,Runtime.exec,cmdi,truepositive
BenchmarkTest08247,62,Runtime.exec,cmdi,truepositive
BenchmarkTest00144,63,Runtime.exec,cmdi,truepositive
BenchmarkTest01347,56,Runtime.exec,cmdi,truepositive
BenchmarkTest00742,91,Runtime.exec,cmdi,truepositive
BenchmarkTest17677,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08260,63,Runtime.exec,cmdi,truepositive
BenchmarkTest14575,81,Runtime.exec,cmdi,truepositive
BenchmarkTest16298,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest09488,67,Runtime.exec,cmdi,truepositive
BenchmarkTest17690,68,Runtime.exec,cmdi,truepositive
BenchmarkTest05107,68,Runtime.exec,cmdi,truepositive
BenchmarkTest10106,63,Runtime.exec,cmdi,truepositive
BenchmarkTest08757,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest13246,52,Runtime.exec,cmdi,truepositive
BenchmarkTest01983,63,Runtime.exec,cmdi,truepositive
BenchmarkTest03246,54,Runtime.exec,cmdi,truepositive
BenchmarkTest00106,67,Runtime.exec,cmdi,truepositive
BenchmarkTest01385,73,Runtime.exec,cmdi,truepositive
BenchmarkTest19551,67,Runtime.exec,cmdi,truepositive
BenchmarkTest00704,71,Runtime.exec,cmdi,truepositive
BenchmarkTest05120,71,Runtime.exec,cmdi,truepositive
BenchmarkTest17955,52,DirContext.search,ldapi,falsepositive
BenchmarkTest11755,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest09781,49,DirContext.search,ldapi,falsepositive
BenchmarkTest19839,48,DirContext.search,ldapi,falsepositive
BenchmarkTest05393,60,DirContext.search,ldapi,falsepositive
BenchmarkTest10453,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest09133,52,DirContext.search,ldapi,falsepositive
BenchmarkTest09882,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07261,67,DirContext.search,ldapi,falsepositive
BenchmarkTest14272,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest00466,74,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19835,48,DirContext.search,ldapi,falsepositive
BenchmarkTest17943,53,DirContext.search,ldapi,falsepositive
BenchmarkTest16139,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest18542,50,DirContext.search,ldapi,falsepositive
BenchmarkTest07273,66,DirContext.search,ldapi,falsepositive
BenchmarkTest12923,49,DirContext.search,ldapi,falsepositive
BenchmarkTest00382,76,DirContext.search,ldapi,falsepositive
BenchmarkTest07269,66,DirContext.search,ldapi,falsepositive
BenchmarkTest14833,49,DirContext.search,ldapi,falsepositive
BenchmarkTest11015,53,DirContext.search,ldapi,falsepositive
BenchmarkTest07268,66,DirContext.search,ldapi,falsepositive
BenchmarkTest10445,54,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19177,53,DirContext.search,ldapi,falsepositive
BenchmarkTest03612,74,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest01740,69,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest10450,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest03009,69,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest11104,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05388,61,DirContext.search,ldapi,falsepositive
BenchmarkTest07365,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest09217,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest17321,54,DirContext.search,ldapi,falsepositive
BenchmarkTest09784,49,DirContext.search,ldapi,falsepositive
BenchmarkTest19186,52,DirContext.search,ldapi,falsepositive
BenchmarkTest14839,48,DirContext.search,ldapi,falsepositive
BenchmarkTest18631,50,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest03602,70,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest09878,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12307,53,DirContext.search,ldapi,falsepositive
BenchmarkTest16699,48,DirContext.search,ldapi,falsepositive
BenchmarkTest17939,53,DirContext.search,ldapi,falsepositive
BenchmarkTest08603,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07259,67,DirContext.search,ldapi,falsepositive
BenchmarkTest09876,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest11022,52,DirContext.search,ldapi,falsepositive
BenchmarkTest14840,48,DirContext.search,ldapi,falsepositive
BenchmarkTest15521,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest00999,64,DirContext.search,ldapi,falsepositive
BenchmarkTest04275,60,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest14180,67,DirContext.search,ldapi,falsepositive
BenchmarkTest18633,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest18035,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16784,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest02916,70,DirContext.search,ldapi,falsepositive
BenchmarkTest19178,53,DirContext.search,ldapi,falsepositive
BenchmarkTest08510,53,DirContext.search,ldapi,falsepositive
BenchmarkTest12401,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest17329,53,DirContext.search,ldapi,falsepositive
BenchmarkTest11100,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest03006,56,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest20452,50,DirContext.search,ldapi,falsepositive
BenchmarkTest09788,48,DirContext.search,ldapi,falsepositive
BenchmarkTest19188,52,DirContext.search,ldapi,falsepositive
BenchmarkTest06086,65,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest14915,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest04267,61,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest14275,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12928,48,DirContext.search,ldapi,falsepositive
BenchmarkTest17950,52,DirContext.search,ldapi,falsepositive
BenchmarkTest10449,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest14179,67,DirContext.search,ldapi,falsepositive
BenchmarkTest13652,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest02358,68,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16033,53,DirContext.search,ldapi,falsepositive
BenchmarkTest18550,49,DirContext.search,ldapi,falsepositive
BenchmarkTest17412,54,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07957,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest20547,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16043,52,DirContext.search,ldapi,falsepositive
BenchmarkTest20449,50,DirContext.search,ldapi,falsepositive
BenchmarkTest16792,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07372,66,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12994,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05480,60,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest04177,61,DirContext.search,ldapi,falsepositive
BenchmarkTest13006,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest00380,75,DirContext.search,ldapi,falsepositive
BenchmarkTest04881,57,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest04780,58,DirContext.search,ldapi,falsepositive
BenchmarkTest03601,64,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12306,53,DirContext.search,ldapi,falsepositive
BenchmarkTest00379,83,DirContext.search,ldapi,falsepositive
BenchmarkTest16790,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05993,59,DirContext.search,ldapi,falsepositive
BenchmarkTest16785,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05475,61,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest00998,58,DirContext.search,ldapi,falsepositive
BenchmarkTest11109,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest17326,53,DirContext.search,ldapi,falsepositive
BenchmarkTest04876,58,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest03521,61,DirContext.search,ldapi,falsepositive
BenchmarkTest06626,53,DirContext.search,ldapi,falsepositive
BenchmarkTest07364,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16032,53,DirContext.search,ldapi,falsepositive
BenchmarkTest06000,56,DirContext.search,ldapi,falsepositive
BenchmarkTest17411,54,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest08604,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest20454,50,DirContext.search,ldapi,falsepositive
BenchmarkTest01075,64,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest13002,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest15430,52,DirContext.search,ldapi,falsepositive
BenchmarkTest01745,60,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest15429,52,DirContext.search,ldapi,falsepositive
BenchmarkTest03610,61,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12394,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05387,63,DirContext.search,ldapi,falsepositive
BenchmarkTest16692,49,DirContext.search,ldapi,falsepositive
BenchmarkTest11659,50,DirContext.search,ldapi,falsepositive
BenchmarkTest19833,48,DirContext.search,ldapi,falsepositive
BenchmarkTest18627,50,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07267,66,DirContext.search,ldapi,falsepositive
BenchmarkTest15517,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest15526,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07258,67,DirContext.search,ldapi,falsepositive
BenchmarkTest04783,57,DirContext.search,ldapi,falsepositive
BenchmarkTest03003,70,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12311,52,DirContext.search,ldapi,falsepositive
BenchmarkTest09888,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19922,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19834,48,DirContext.search,ldapi,falsepositive
BenchmarkTest18543,50,DirContext.search,ldapi,falsepositive
BenchmarkTest06719,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07363,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest05394,68,DirContext.search,ldapi,falsepositive
BenchmarkTest12924,49,DirContext.search,ldapi,falsepositive
BenchmarkTest15424,53,DirContext.search,ldapi,falsepositive
BenchmarkTest04781,66,DirContext.search,ldapi,falsepositive
BenchmarkTest05994,65,DirContext.search,ldapi,falsepositive
BenchmarkTest11108,52,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest14912,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest11754,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12312,52,DirContext.search,ldapi,falsepositive
BenchmarkTest16042,52,DirContext.search,ldapi,falsepositive
BenchmarkTest07260,67,DirContext.search,ldapi,falsepositive
BenchmarkTest06089,58,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16791,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest09782,49,DirContext.search,ldapi,falsepositive
BenchmarkTest07958,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest13651,49,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest06629,64,DirContext.search,ldapi,falsepositive
BenchmarkTest19282,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest10360,54,DirContext.search,ldapi,falsepositive
BenchmarkTest09883,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest03007,64,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest18031,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest04271,74,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16044,52,DirContext.search,ldapi,falsepositive
BenchmarkTest08511,53,DirContext.search,ldapi,falsepositive
BenchmarkTest19280,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest12395,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest07873,49,DirContext.search,ldapi,falsepositive
BenchmarkTest11664,49,DirContext.search,ldapi,falsepositive
BenchmarkTest12930,48,DirContext.search,ldapi,falsepositive
BenchmarkTest17418,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest06090,56,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest03520,63,DirContext.search,ldapi,falsepositive
BenchmarkTest02279,60,DirContext.search,ldapi,falsepositive
BenchmarkTest05482,73,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest17951,52,DirContext.search,ldapi,falsepositive
BenchmarkTest09787,48,DirContext.search,ldapi,falsepositive
BenchmarkTest05391,54,DirContext.search,ldapi,truepositive
BenchmarkTest03519,68,DirContext.search,ldapi,truepositive
BenchmarkTest02914,51,DirContext.search,ldapi,truepositive
BenchmarkTest13003,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest12991,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest01652,54,DirContext.search,ldapi,truepositive
BenchmarkTest09220,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest14918,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest17944,52,DirContext.search,ldapi,truepositive
BenchmarkTest00088,53,DirContext.search,ldapi,truepositive
BenchmarkTest05476,55,InitialDirContext.search,ldapi,truepositive
BenchmarkTest04877,51,InitialDirContext.search,ldapi,truepositive
BenchmarkTest00994,58,DirContext.search,ldapi,truepositive
BenchmarkTest15428,52,DirContext.search,ldapi,truepositive
BenchmarkTest18628,50,InitialDirContext.search,ldapi,truepositive
BenchmarkTest19180,53,DirContext.search,ldapi,truepositive
BenchmarkTest17954,52,DirContext.search,ldapi,truepositive
BenchmarkTest11016,53,DirContext.search,ldapi,truepositive
BenchmarkTest16040,52,DirContext.search,ldapi,truepositive
BenchmarkTest07954,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest02276,61,DirContext.search,ldapi,truepositive
BenchmarkTest14185,66,DirContext.search,ldapi,truepositive
BenchmarkTest11750,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest00034,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest14273,67,InitialDirContext.search,ldapi,truepositive
BenchmarkTest11756,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest01737,56,InitialDirContext.search,ldapi,truepositive
BenchmarkTest10358,54,DirContext.search,ldapi,truepositive
BenchmarkTest08516,52,DirContext.search,ldapi,truepositive
BenchmarkTest17323,54,DirContext.search,ldapi,truepositive
BenchmarkTest09129,53,DirContext.search,ldapi,truepositive
BenchmarkTest06001,50,DirContext.search,ldapi,truepositive
