class,line,callee,type,label
BenchmarkTest05709,72,Runtime.exec,cmdi,falsepositive
BenchmarkTest05306,59,Statement.execute,sqli,falsepositive
BenchmarkTest12030,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest20351,50,Statement.execute,sqli,truepositive
BenchmarkTest01368,73,Runtime.exec,cmdi,truepositive
BenchmarkTest20941,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15950,54,Statement.execute,sqli,truepositive
BenchmarkTest03771,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest09053,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest07742,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18416,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07771,68,Statement.execute,sqli,falsepositive
BenchmarkTest02540,68,ProcessBuilder,cmdi,truepositive
BenchmarkTest16413,67,Runtime.exec,cmdi,truepositive
BenchmarkTest12678,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest15275,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest18427,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05873,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03607,55,InitialDirContext.search,ldapi,truepositive
BenchmarkTest00891,70,Statement.execute,sqli,truepositive
BenchmarkTest17416,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest12228,51,Statement.executeQuery,sqli,truepositive
BenchmarkTest20970,51,Statement.execute,sqli,falsepositive
BenchmarkTest11392,67,Runtime.exec,cmdi,truepositive
BenchmarkTest02826,69,Statement.executeQuery,sqli,truepositive
BenchmarkTest06511,58,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07184,56,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01373,66,Runtime.exec,cmdi,truepositive
BenchmarkTest04272,62,InitialDirContext.search,ldapi,truepositive
BenchmarkTest03009,69,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest15132,52,Runtime.exec,cmdi,truepositive
BenchmarkTest20081,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest04025,76,Connection.prepareCall,sqli,truepositive
BenchmarkTest11565,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest08454,49,XPath.compile,xpathi,truepositive
BenchmarkTest15793,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest14680,68,Connection.prepareCall,sqli,truepositive
BenchmarkTest18862,53,Runtime.exec,cmdi,truepositive
BenchmarkTest14445,77,ProcessBuilder,cmdi,truepositive
BenchmarkTest09390,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest15747,56,Runtime.exec,cmdi,truepositive
BenchmarkTest13277,63,Runtime.exec,cmdi,truepositive
BenchmarkTest09643,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest06574,65,XPath.compile,xpathi,falsepositive
BenchmarkTest19731,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest04525,76,Runtime.exec,cmdi,falsepositive
BenchmarkTest12818,54,Statement.execute,sqli,truepositive
BenchmarkTest03290,60,Runtime.exec,cmdi,truepositive
BenchmarkTest13445,50,Statement.addBatch,sqli,truepositive
BenchmarkTest04656,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17261,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest11516,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest06873,78,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest13395,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest02124,57,Connection.prepareCall,sqli,truepositive
BenchmarkTest00137,60,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest20098,58,ProcessBuilder,cmdi,falsepositive
BenchmarkTest02009,74,Runtime.exec,cmdi,falsepositive
BenchmarkTest21017,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest15157,63,Runtime.exec,cmdi,truepositive
BenchmarkTest17328,53,DirContext.search,ldapi,truepositive
BenchmarkTest17813,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14579,81,Runtime.exec,cmdi,falsepositive
BenchmarkTest06237,61,ProcessBuilder,cmdi,truepositive
BenchmarkTest04412,86,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest08753,63,ProcessBuilder,cmdi,falsepositive
BenchmarkTest10917,55,Statement.execute,sqli,falsepositive
BenchmarkTest19574,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest00727,102,Runtime.exec,cmdi,truepositive
BenchmarkTest01485,52,Connection.prepareCall,sqli,truepositive
BenchmarkTest16560,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01598,55,XPath.evaluate,xpathi,truepositive
BenchmarkTest14044,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02197,60,Statement.executeUpdate,sqli,truepositive
BenchmarkTest07111,59,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02607,58,Runtime.exec,cmdi,truepositive
BenchmarkTest15977,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01343,66,Runtime.exec,cmdi,truepositive
BenchmarkTest14832,49,DirContext.search,ldapi,truepositive
BenchmarkTest17851,55,Statement.executeQuery,sqli,truepositive
BenchmarkTest00842,76,Connection.prepareCall,sqli,falsepositive
BenchmarkTest11527,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07769,68,Statement.execute,sqli,truepositive
BenchmarkTest16616,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest13288,63,Runtime.exec,cmdi,truepositive
BenchmarkTest10033,59,ProcessBuilder,cmdi,falsepositive
BenchmarkTest10263,50,Statement.addBatch,sqli,truepositive
BenchmarkTest18264,67,Runtime.exec,cmdi,truepositive
BenchmarkTest00930,73,Statement.executeUpdate,sqli,truepositive
BenchmarkTest03522,74,DirContext.search,ldapi,truepositive
BenchmarkTest12565,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest17029,63,Runtime.exec,cmdi,truepositive
BenchmarkTest14090,51,Statement.execute,sqli,falsepositive
BenchmarkTest09507,66,Runtime.exec,cmdi,truepositive
BenchmarkTest06472,53,Connection.prepareCall,sqli,truepositive
BenchmarkTest10861,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest02787,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12864,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest08408,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08390,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05760,77,Runtime.exec,cmdi,truepositive
BenchmarkTest04706,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01490,52,Connection.prepareStatement,sqli,truepositive
BenchmarkTest09687,54,Statement.execute,sqli,falsepositive
BenchmarkTest14450,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest15678,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest16031,53,DirContext.search,ldapi,truepositive
BenchmarkTest09221,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest12875,53,XPath.evaluate,xpathi,truepositive
BenchmarkTest13434,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17012,52,Runtime.exec,cmdi,truepositive
BenchmarkTest20186,63,Runtime.exec,cmdi,truepositive
BenchmarkTest06325,61,Runtime.exec,cmdi,truepositive
BenchmarkTest21006,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01255,66,ProcessBuilder,cmdi,truepositive
BenchmarkTest20397,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest10230,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07627,70,Runtime.exec,cmdi,truepositive
BenchmarkTest03426,53,Connection.prepareStatement,sqli,truepositive
BenchmarkTest13401,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest19657,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest16300,62,ProcessBuilder,cmdi,falsepositive
BenchmarkTest19059,51,Statement.addBatch,sqli,truepositive
BenchmarkTest06467,55,Connection.prepareCall,sqli,truepositive
BenchmarkTest09638,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest17042,62,Runtime.exec,cmdi,truepositive
BenchmarkTest05755,58,Runtime.exec,cmdi,truepositive
BenchmarkTest17777,55,Connection.prepareCall,sqli,truepositive
BenchmarkTest09388,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest06536,65,Statement.execute,sqli,truepositive
BenchmarkTest12645,55,Runtime.exec,cmdi,falsepositive
BenchmarkTest17259,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest08122,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05157,56,Runtime.exec,cmdi,truepositive
BenchmarkTest02354,56,InitialDirContext.search,ldapi,truepositive
BenchmarkTest19432,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest01554,52,Statement.execute,sqli,truepositive
BenchmarkTest17846,55,Statement.execute,sqli,truepositive
BenchmarkTest04667,69,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01266,66,ProcessBuilder,cmdi,falsepositive
BenchmarkTest08421,50,Statement.execute,sqli,truepositive
BenchmarkTest20217,52,Runtime.exec,cmdi,truepositive
BenchmarkTest06497,66,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07590,70,Runtime.exec,cmdi,truepositive
BenchmarkTest04069,58,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14077,51,Statement.addBatch,sqli,falsepositive
BenchmarkTest14744,68,Statement.execute,sqli,truepositive
BenchmarkTest14675,68,Connection.prepareCall,sqli,truepositive
BenchmarkTest12047,53,Runtime.exec,cmdi,falsepositive
BenchmarkTest19662,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest10217,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest19696,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12173,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18804,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest18788,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05928,56,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15148,51,Runtime.exec,cmdi,truepositive
BenchmarkTest14735,68,Statement.execute,sqli,truepositive
BenchmarkTest19718,54,Statement.execute,sqli,truepositive
BenchmarkTest07366,67,InitialDirContext.search,ldapi,truepositive
BenchmarkTest01898,70,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest09658,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03483,57,XPath.evaluate,xpathi,truepositive
BenchmarkTest01074,55,InitialDirContext.search,ldapi,truepositive
BenchmarkTest20381,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest11574,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest19651,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest18921,53,Runtime.exec,cmdi,truepositive
BenchmarkTest03004,58,InitialDirContext.search,ldapi,truepositive
BenchmarkTest15334,50,Statement.execute,sqli,truepositive
BenchmarkTest07126,72,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08975,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20339,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest11919,59,ProcessBuilder,cmdi,falsepositive
BenchmarkTest18279,67,Runtime.exec,cmdi,truepositive
BenchmarkTest14549,81,Runtime.exec,cmdi,truepositive
BenchmarkTest00853,71,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18465,54,Statement.execute,sqli,falsepositive
BenchmarkTest12203,51,Statement.execute,sqli,truepositive
BenchmarkTest08235,51,Runtime.exec,cmdi,falsepositive
BenchmarkTest01335,73,Runtime.exec,cmdi,truepositive
BenchmarkTest19573,56,Runtime.exec,cmdi,truepositive
BenchmarkTest02018,70,Runtime.exec,cmdi,truepositive
BenchmarkTest01583,65,Statement.executeUpdate,sqli,truepositive
BenchmarkTest12017,63,Runtime.exec,cmdi,truepositive
BenchmarkTest17812,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14039,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest00082,54,Statement.addBatch,sqli,truepositive
BenchmarkTest07822,67,XPath.evaluate,xpathi,truepositive
BenchmarkTest00160,54,DirContext.search,ldapi,truepositive
BenchmarkTest02767,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20195,62,Runtime.exec,cmdi,truepositive
BenchmarkTest17935,53,DirContext.search,ldapi,truepositive
BenchmarkTest03875,66,Runtime.exec,cmdi,truepositive
BenchmarkTest18411,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest03252,72,Runtime.exec,cmdi,truepositive
BenchmarkTest15190,52,Runtime.exec,cmdi,truepositive
BenchmarkTest02135,62,Connection.prepareCall,sqli,truepositive
BenchmarkTest08819,56,Runtime.exec,cmdi,truepositive
BenchmarkTest17821,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest10735,68,Runtime.exec,cmdi,truepositive
BenchmarkTest07875,48,DirContext.search,ldapi,truepositive
BenchmarkTest15904,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest00922,76,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest00931,70,Statement.executeUpdate,sqli,truepositive
BenchmarkTest03906,76,Runtime.exec,cmdi,falsepositive
BenchmarkTest02527,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest02191,59,Statement.execute,sqli,truepositive
BenchmarkTest04121,70,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15897,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest09727,53,XPath.evaluate,xpathi,truepositive
BenchmarkTest01344,53,Runtime.exec,cmdi,truepositive
BenchmarkTest18549,49,DirContext.search,ldapi,truepositive
BenchmarkTest15966,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest20965,51,Statement.addBatch,sqli,falsepositive
BenchmarkTest16691,49,DirContext.search,ldapi,truepositive
BenchmarkTest18033,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest10226,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12257,50,XPath.evaluate,xpathi,truepositive
BenchmarkTest06527,71,Statement.execute,sqli,falsepositive
BenchmarkTest17866,55,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest05344,71,XPath.evaluate,xpathi,truepositive
BenchmarkTest09082,53,XPath.compile,xpathi,truepositive
BenchmarkTest18782,62,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest07758,68,Statement.addBatch,sqli,truepositive
BenchmarkTest10891,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest16379,56,Runtime.exec,cmdi,truepositive
BenchmarkTest02204,70,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest21010,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest13290,63,Runtime.exec,cmdi,truepositive
BenchmarkTest04049,57,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07636,70,Runtime.exec,cmdi,falsepositive
BenchmarkTest10613,66,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest10928,55,Statement.executeQuery,sqli,truepositive
BenchmarkTest09397,64,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest17665,68,Runtime.exec,cmdi,falsepositive
BenchmarkTest05897,75,Statement.addBatch,sqli,falsepositive
BenchmarkTest08234,51,Runtime.exec,cmdi,truepositive
BenchmarkTest04091,57,Statement.execute,sqli,truepositive
BenchmarkTest09667,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest02027,58,Runtime.exec,cmdi,truepositive
BenchmarkTest13164,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest09035,54,Statement.execute,sqli,truepositive
BenchmarkTest04109,63,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20921,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15139,52,Runtime.exec,cmdi,truepositive
BenchmarkTest10736,68,Runtime.exec,cmdi,truepositive
BenchmarkTest11589,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest14720,68,Statement.addBatch,sqli,falsepositive
BenchmarkTest08430,50,Statement.executeQuery,sqli,truepositive
BenchmarkTest14726,68,Statement.addBatch,sqli,truepositive
BenchmarkTest07522,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest12796,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest16374,56,Runtime.exec,cmdi,truepositive
BenchmarkTest12204,51,Statement.execute,sqli,truepositive
BenchmarkTest02528,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest00113,54,Statement.addBatch,sqli,truepositive
BenchmarkTest00858,83,Connection.prepareStatement,sqli,truepositive
BenchmarkTest06518,56,Statement.addBatch,sqli,truepositive
BenchmarkTest05113,62,Runtime.exec,cmdi,truepositive
BenchmarkTest04087,60,Statement.execute,sqli,truepositive
BenchmarkTest11397,67,Runtime.exec,cmdi,truepositive
BenchmarkTest04543,72,Runtime.exec,cmdi,truepositive
BenchmarkTest15133,52,Runtime.exec,cmdi,truepositive
BenchmarkTest12644,55,Runtime.exec,cmdi,truepositive
BenchmarkTest15775,67,Runtime.exec,cmdi,truepositive
BenchmarkTest08121,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest11104,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest04549,64,Runtime.exec,cmdi,truepositive
BenchmarkTest17791,55,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest07173,72,Statement.execute,sqli,falsepositive
BenchmarkTest07821,67,XPath.evaluate,xpathi,truepositive
BenchmarkTest01574,52,Statement.executeUpdate,sqli,truepositive
BenchmarkTest07791,68,Statement.executeQuery,sqli,truepositive
BenchmarkTest17239,50,Statement.executeQuery,sqli,truepositive
BenchmarkTest12018,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest16143,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest19073,51,Statement.execute,sqli,truepositive
BenchmarkTest18288,67,Runtime.exec,cmdi,truepositive
BenchmarkTest21001,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest11583,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest14078,51,Statement.addBatch,sqli,falsepositive
BenchmarkTest05731,68,Runtime.exec,cmdi,truepositive
BenchmarkTest20216,52,Runtime.exec,cmdi,falsepositive
BenchmarkTest01913,66,ProcessBuilder,cmdi,truepositive
BenchmarkTest11379,66,Runtime.exec,cmdi,falsepositive
BenchmarkTest15274,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest19717,54,Statement.execute,sqli,truepositive
BenchmarkTest13303,52,Runtime.exec,cmdi,truepositive
BenchmarkTest08420,50,Statement.execute,sqli,truepositive
BenchmarkTest06496,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest15064,58,ProcessBuilder,cmdi,falsepositive
BenchmarkTest05929,56,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15343,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest17875,54,XPath.compile,xpathi,truepositive
BenchmarkTest07753,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest15961,54,Statement.execute,sqli,truepositive
BenchmarkTest05158,60,Runtime.exec,cmdi,truepositive
BenchmarkTest07135,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17041,63,Runtime.exec,cmdi,truepositive
BenchmarkTest10966,54,XPath.evaluate,xpathi,truepositive
BenchmarkTest10112,62,Runtime.exec,cmdi,truepositive
BenchmarkTest02173,56,Statement.execute,sqli,truepositive
BenchmarkTest18890,64,Runtime.exec,cmdi,truepositive
BenchmarkTest10235,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05891,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest02758,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest01536,56,Statement.execute,sqli,truepositive
BenchmarkTest10622,64,ProcessBuilder,cmdi,falsepositive
BenchmarkTest13425,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08993,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03297,57,Runtime.exec,cmdi,truepositive
BenchmarkTest00622,100,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest02203,69,Statement.executeUpdate,sqli,truepositive
BenchmarkTest05343,58,XPath.evaluate,xpathi,falsepositive
BenchmarkTest04505,65,Runtime.exec,cmdi,falsepositive
BenchmarkTest10279,50,Statement.executeQuery,sqli,falsepositive
BenchmarkTest19010,51,Connection.prepareCall,sqli,truepositive
BenchmarkTest18420,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08858,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest08813,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest18789,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest19456,62,ProcessBuilder,cmdi,truepositive
BenchmarkTest04175,63,DirContext.search,ldapi,truepositive
BenchmarkTest11536,54,Statement.addBatch,sqli,truepositive
BenchmarkTest17243,50,Statement.executeQuery,sqli,falsepositive
BenchmarkTest08514,52,DirContext.search,ldapi,truepositive
BenchmarkTest15520,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest15687,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest02915,70,DirContext.search,ldapi,truepositive
BenchmarkTest10921,55,Statement.execute,sqli,truepositive
BenchmarkTest00151,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12560,64,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest05898,57,Statement.execute,sqli,truepositive
BenchmarkTest05718,60,Runtime.exec,cmdi,truepositive
BenchmarkTest02827,62,Statement.executeQuery,sqli,truepositive
BenchmarkTest11658,50,DirContext.search,ldapi,truepositive
BenchmarkTest05388,61,DirContext.search,ldapi,falsepositive
BenchmarkTest11020,52,DirContext.search,ldapi,truepositive
BenchmarkTest01073,51,InitialDirContext.search,ldapi,truepositive
BenchmarkTest07365,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest09073,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest15898,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest06512,52,Statement.addBatch,sqli,truepositive
BenchmarkTest08273,52,Runtime.exec,cmdi,truepositive
BenchmarkTest17822,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest10890,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest19919,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest20201,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest11403,56,Runtime.exec,cmdi,truepositive
BenchmarkTest03291,55,Runtime.exec,cmdi,truepositive
BenchmarkTest00921,76,Statement.executeUpdate,sqli,truepositive
BenchmarkTest12682,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest04651,57,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01919,78,ProcessBuilder,cmdi,falsepositive
BenchmarkTest03876,63,Runtime.exec,cmdi,truepositive
BenchmarkTest01530,52,Statement.addBatch,sqli,truepositive
BenchmarkTest05305,58,Statement.execute,sqli,truepositive
BenchmarkTest04421,65,ProcessBuilder,cmdi,truepositive
BenchmarkTest00736,80,Runtime.exec,cmdi,truepositive
BenchmarkTest20966,51,Statement.addBatch,sqli,falsepositive
BenchmarkTest04122,58,Statement.executeUpdate,sqli,truepositive
BenchmarkTest09403,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest12248,51,Statement.executeUpdate,sqli,truepositive
BenchmarkTest16565,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest04078,76,Statement.addBatch,sqli,falsepositive
BenchmarkTest19104,51,Statement.executeUpdate,sqli,truepositive
BenchmarkTest03523,55,DirContext.search,ldapi,truepositive
BenchmarkTest05882,61,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03281,71,Runtime.exec,cmdi,falsepositive
BenchmarkTest04534,74,Runtime.exec,cmdi,truepositive
BenchmarkTest06565,55,Statement.executeUpdate,sqli,truepositive
BenchmarkTest21026,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest00465,69,InitialDirContext.search,ldapi,truepositive
BenchmarkTest07164,72,Statement.execute,sqli,falsepositive
BenchmarkTest15784,66,Runtime.exec,cmdi,falsepositive
BenchmarkTest16383,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest03479,51,XPath.compile,xpathi,truepositive
BenchmarkTest02198,59,Statement.executeUpdate,sqli,truepositive
BenchmarkTest12219,51,Statement.execute,sqli,truepositive
BenchmarkTest15372,49,XPath.compile,xpathi,truepositive
BenchmarkTest10024,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest14436,79,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest09500,66,Runtime.exec,cmdi,truepositive
BenchmarkTest00195,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest12556,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest10210,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest18917,53,Runtime.exec,cmdi,truepositive
BenchmarkTest11275,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest08361,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest17327,53,DirContext.search,ldapi,truepositive
BenchmarkTest01904,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest06002,51,DirContext.search,ldapi,truepositive
BenchmarkTest14578,81,Runtime.exec,cmdi,truepositive
BenchmarkTest05740,72,Runtime.exec,cmdi,truepositive
BenchmarkTest13492,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest19730,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest01334,62,Runtime.exec,cmdi,falsepositive
BenchmarkTest17778,55,Connection.prepareCall,sqli,falsepositive
BenchmarkTest20975,51,Statement.execute,sqli,falsepositive
BenchmarkTest14773,67,XPath.compile,xpathi,truepositive
BenchmarkTest19702,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest09642,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12817,54,Statement.execute,sqli,truepositive
BenchmarkTest14091,51,Statement.execute,sqli,falsepositive
BenchmarkTest00849,76,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08829,55,Runtime.exec,cmdi,truepositive
BenchmarkTest15806,56,Runtime.exec,cmdi,truepositive
BenchmarkTest18263,55,Runtime.exec,cmdi,truepositive
BenchmarkTest01520,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest01599,51,XPath.evaluate,xpathi,truepositive
BenchmarkTest13297,52,Runtime.exec,cmdi,truepositive
BenchmarkTest19680,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest15186,52,Runtime.exec,cmdi,truepositive
BenchmarkTest19082,51,Statement.execute,sqli,truepositive
BenchmarkTest04676,62,Statement.addBatch,sqli,falsepositive
BenchmarkTest02002,88,Runtime.exec,cmdi,falsepositive
BenchmarkTest17828,55,Statement.addBatch,sqli,truepositive
BenchmarkTest19447,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest16046,52,DirContext.search,ldapi,truepositive
BenchmarkTest00078,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest17057,63,Runtime.exec,cmdi,truepositive
BenchmarkTest01470,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest01649,56,DirContext.search,ldapi,truepositive
BenchmarkTest09044,54,Statement.execute,sqli,falsepositive
BenchmarkTest04685,56,Statement.execute,sqli,truepositive
BenchmarkTest15177,63,Runtime.exec,cmdi,truepositive
BenchmarkTest11545,54,Statement.execute,sqli,falsepositive
BenchmarkTest17567,66,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest17580,64,ProcessBuilder,cmdi,truepositive
BenchmarkTest01545,58,Statement.execute,sqli,truepositive
BenchmarkTest12673,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest10264,50,Statement.addBatch,sqli,truepositive
BenchmarkTest03454,58,Statement.executeQuery,sqli,falsepositive
BenchmarkTest04735,68,XPath.evaluate,xpathi,truepositive
BenchmarkTest17199,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18861,53,Runtime.exec,cmdi,truepositive
BenchmarkTest09217,53,InitialDirContext.search,ldapi,falsepositive
